icao,iata,name,city,state,country,elevation,lat,lon,tz
SSJA,JCB,Santa Terezinha Airport,Joacaba,Mato Grosso,BR,2546,-27.17140007,-51.55329895,America/Sao_Paulo
SSJB,,Salenco Airport,Sao Gabriel D`Oeste,Mato Grosso do Sul,BR,1253,-18.85666656,-54.34749985,America/Campo_Grande
SSJC,,Fazenda do Jacui Airport,Guaiba,Rio-Grande-do-Sul,BR,26,-29.98305511,-51.30055618,America/Sao_Paulo
SSJE,,Fazenda Sao Joaquim Airport,Selviria,Mato Grosso do Sul,BR,1325,-20.35222222,-51.55583333,America/Campo_Grande
SSJG,,Fazenda Santa Ana Airport,Porto Murtinho,Mato Grosso do Sul,BR,351,-21.2163887,-57.68138886,America/Campo_Grande
SSJH,,Fazenda Guarani Airport,Nova Andradina,Mato Grosso do Sul,BR,787,-22.16583252,-53.57305527,America/Campo_Grande
SSJI,,Jardim Airport,Jardim,Mato Grosso do Sul,BR,1053,-21.49309921,-56.15259933,America/Campo_Grande
SSJJ,,Fazenda Tupi Airport,Nova Andradina,Mato Grosso do Sul,BR,1377,-21.80722237,-53.12944412,America/Campo_Grande
SSJK,,Julio de Castilho Airport,Julio De Castilho,Rio-Grande-do-Sul,BR,1633,-29.15309906,-53.74330139,America/Sao_Paulo
SSJL,,Fazenda Jamaica Airport,Camapua,Mato Grosso do Sul,BR,1706,-19.34777832,-53.77000046,America/Campo_Grande
SSJM,,Fazenda Julio Martins Airport,Chapadao Do Sul,Mato Grosso do Sul,BR,2621,-18.84250069,-52.49944305,America/Campo_Grande
SSJO,,Fazenda Angico Airport,Corumba,Mato Grosso do Sul,BR,511,-19.37638855,-57.45277786,America/Campo_Grande
SSJP,,Fazenda Junqueira Airport,Colorado,Parana,BR,1427,-22.89500046,-51.9291687,America/Sao_Paulo
SSJQ,,Fazenda Floresta Airport,Ribeirao Cascalheira,Mato Grosso,BR,1266,-12.81,-51.88,America/Cuiaba
SSJR,,Jaguarao Airport,Jaguarao,Cerro-Largo,BR,66,-32.54055786,-53.38416672,America/Sao_Paulo
SSJT,,Fazenda Rio Lagoa Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1082,-20.84889,-53.20667,America/Campo_Grande
SSJU,,Fazenda Santa Paula Airport,Inocencia,Mato Grosso do Sul,BR,1200,-19.38138962,-52.3097229,America/Campo_Grande
SSJV,,Piratininga Airport,Corumba,Mato Grosso do Sul,BR,150,-17.94249916,-56.47999954,America/Campo_Grande
SSJW,,Fazenda Jauru Airport,Rio Brilhante,Mato Grosso do Sul,BR,1017,-21.78249931,-53.89222336,America/Campo_Grande
SSJX,,Sao Bento Airport,Corumba,Mato Grosso do Sul,BR,150,-19.47805595,-57.01416779,America/Campo_Grande
SSJY,,Sao Joao Airport,Corumba,Mato Grosso do Sul,BR,150,-17.70750046,-56.21722031,America/Campo_Grande
SSJZ,,Fazenda Tres Unidos Airport,Terra Roxa,Parana,BR,1000,-24.05166626,-54.00666809,America/Sao_Paulo
SSKA,,Fazenda Campinas Airport,Corumba,Mato Grosso do Sul,BR,328,-18.90555573,-56.35972214,America/Campo_Grande
SSKB,,Fazenda Tupanciretan Airport,Aquidauana,Mato Grosso do Sul,BR,312,-19.47444344,-56.37722015,America/Campo_Grande
SSKC,,Fazenda Uniao Airport,Inocencia,Mato Grosso do Sul,BR,1758,-19.29249954,-52.06083298,America/Campo_Grande
SSKD,,Fazenda Uniao Airport,Aquidauana,Mato Grosso do Sul,BR,410,-19.75,-55.46666718,America/Campo_Grande
SSKE,,Campo Evelina Airport,Santa Monica,Parana,BR,984,-23.12111092,-53.07638931,America/Sao_Paulo
SSKF,,Porto Bonito Airport,Itaquirai,Mato Grosso do Sul,BR,1180,-23.33749962,-53.86972046,America/Campo_Grande
SSKG,,Estancia Santa Maria Airport,Campo Grande,Mato Grosso do Sul,BR,2028,-20.50530052,-54.52550125,America/Campo_Grande
SSKH,,Fazenda Karl Hermann Isenberg Airport,Aral Moreira,Mato Grosso do Sul,BR,1853,-22.91166687,-55.53889084,America/Campo_Grande
SSKI,,Fazenda Santa Helena Airport,Cornelio Procopio,,BR,1673,-23.34055519,-50.5830574,America/Sao_Paulo
SSKJ,,Fazenda Mestica Airport,Rio Branco Do Ivai,Parana,BR,1575,-24.30722237,-51.41083145,America/Sao_Paulo
SSKK,,Capao da Canoa Airport,Capao Da Canoa,Rio-Grande-do-Sul,BR,33,-29.76361084,-50.03694534,America/Sao_Paulo
SSKL,,Fazenda Piao Airport,Amambai,Mato Grosso do Sul,BR,1542,-23.40694427,-55.2266655,America/Campo_Grande
SSKM,CBW,Campo Mourao Airport,Campo Mourao,Parana,BR,1854,-24.00919914,-52.35680008,America/Sao_Paulo
SSKN,,Campo Novo Airport,Campo Novo,Rio-Grande-do-Sul,BR,1460,-27.66720009,-53.80899811,America/Sao_Paulo
SSKO,,Independencia Airport,Anastacio,Mato Grosso do Sul,BR,544,-20.47611046,-55.83361053,America/Campo_Grande
SSKP,,Copacel Airport,Palotina,Parana,BR,1050,-24.30888939,-53.84222031,America/Sao_Paulo
SSKQ,,Fazenda Santa Rosa Airport,Nova Crixas,Goias,BR,1001,-14.541111,-50.461944,America/Sao_Paulo
SSKR,,Fazenda Primavera Airport,Parauna,Goias,BR,2306,-17.17,-50.82,America/Sao_Paulo
SSKS,QDB,Cachoeira do Sul Airport,Cachoeira Do Sul,Rio-Grande-do-Sul,BR,253,-30.00189972,-52.94079971,America/Sao_Paulo
SSKT,,Aeroclube de Santa Catarina Airport,Sao Jose,Santa-Catarina,BR,20,-27.61166763,-48.67277908,America/Sao_Paulo
SSKU,QCR,Curitibanos Airport,Curitibanos,Santa-Catarina,BR,3133,-27.28249931,-50.6114006,America/Sao_Paulo
SSKV,,Retiro Sao Joao Airport,Ponta Pora,Mato Grosso do Sul,BR,1738,-22.39694405,-55.48555756,America/Campo_Grande
SSKW,OAL,Cacoal Airport,Cacoal,Rondonia,BR,817,-11.493611,-61.175556,America/Porto_Velho
SSKX,,Fazenda Sao Luiz do Matao Airport,Carneirinho,Minas Gerais,BR,1250,-19.87222222,-50.65472222,America/Sao_Paulo
SSKY,,Fazenda Querencia Airport,Tangara Da Serra,Mato Grosso,BR,2362,-14.47361111,-58.35527778,America/Cuiaba
SSKZ,,Carazinho Airport,Carazinho,Rio-Grande-do-Sul,BR,1854,-28.32250023,-52.81620026,America/Sao_Paulo
SSLA,,Laguna Airport,Laguna,Santa-Catarina,BR,20,-28.37669945,-48.74280167,America/Sao_Paulo
SSLB,,Fazenda Sao Paulino Airport,Corumba,Mato Grosso do Sul,BR,394,-19.02527809,-55.92610931,America/Campo_Grande
SSLC,,Fazenda Laguna Carem Airport,Laguna Carapa,Mato Grosso do Sul,BR,1755,-22.67333221,-55.23666763,America/Campo_Grande
SSLD,,Fazenda Lourdes Airport,Corumba,Mato Grosso do Sul,BR,328,-18.64388847,-56.75944519,America/Campo_Grande
SSLF,,Fazenda Palmeira Airport,Taquarussu,Mato Grosso do Sul,BR,885,-22.54361153,-53.42944336,America/Campo_Grande
SSLG,,Sao Luis Gonzaga Airport,Sao Luis Gonzaga,Rio-Grande-do-Sul,BR,656,-28.37638855,-55.03749847,America/Sao_Paulo
SSLI,LVB,Estancia Portal do Sol Airport,Itirapina,Sao Paulo,BR,2425,-22.165278,-47.892778,America/Sao_Paulo
SSLJ,,Fazenda Santa Izabel Airport,Flores De Goias,Goias,BR,1434,-14.265278,-47.0275,America/Sao_Paulo
SSLK,,Fazenda Aldeia Airport,Coxim,Mato Grosso do Sul,BR,394,-18.2163887,-55.15888977,America/Campo_Grande
SSLL,,Fazenda Itaguassu Airport,Antonio Joao,Mato Grosso do Sul,BR,1788,-22.24361038,-55.93166733,America/Asuncion
SSLN,LOI,Helmuth Baungarten Airport,Lontras,Santa-Catarina,BR,1095,-27.15999985,-49.54249954,America/Sao_Paulo
SSLO,,Loanda Airport,Loanda,Parana,BR,1542,-22.91710091,-53.14899826,America/Sao_Paulo
SSLP,,Fazenda Lucero Pora Airport,Porto Murtinho,Mato Grosso do Sul,BR,299,-21.91083336,-57.64666748,America/Campo_Grande
SSLQ,,Fazenda Campanario Airport,Laguna Carapa,Mato Grosso do Sul,BR,1362,-22.78472137,-55.07416534,America/Campo_Grande
SSLR,,Ocorema Airport,Ladario,Mato Grosso do Sul,BR,413,-19.10499954,-57.5933342,America/Campo_Grande
SSLS,,Salto Santiago Airport,Laranjeiras Do Sul,Parana,BR,2087,-25.51499939,-52.55749893,America/Sao_Paulo
SSLT,ALQ,Alegrete Novo Airport,Alegrete,Rio-Grande-do-Sul,BR,459,-29.81270027,-55.89339828,America/Sao_Paulo
SSLU,,Fazenda Aurora Airport,Jardim,Mato Grosso do Sul,BR,754,-21.5233326,-56.61166763,America/Campo_Grande
SSLW,,Fazenda Tres Cerros Airport,Bela Vista,Mato Grosso do Sul,BR,853,-21.97333336,-56.79750061,America/Campo_Grande
SSLX,,Fazenda Brasilia do Sul Airport,Juti,Mato Grosso do Sul,BR,1296,-22.70499992,-54.60833359,America/Campo_Grande
SSLZ,,Fazenda Vitoria do Ivinhema Airport,Ivinhema,Mato Grosso do Sul,BR,1296,-22.51972198,-53.66472244,America/Campo_Grande
SSMC,,Fazenda Sao Miguel da Catequese Airport,Nova Andradina,Mato Grosso do Sul,BR,1209,-22.08777809,-53.52000046,America/Campo_Grande
SSMD,,Medianeira Airport,Medianeira,Parana,BR,1473,-25.31089973,-54.07049942,America/Sao_Paulo
SSME,,Fazenda Ipiranga Airport,Anastacio,Mato Grosso do Sul,BR,804,-20.98055649,-55.56583405,America/Campo_Grande
SSMF,QMF,Mafra Airport,Mafra,Santa-Catarina,BR,2690,-26.15889931,-49.8321991,America/Sao_Paulo
SSMH,,Fazenda Santa Maria Airport,Capao Do Leao,Rio-Grande-do-Sul,BR,66,-31.92944336,-52.4636116,America/Sao_Paulo
SSMI,,Fazenda Morrinhos Airport,Bela Vista,Mato Grosso do Sul,BR,1148,-22.08388901,-56.30055618,America/Campo_Grande
SSMJ,,Maracaju Airport,Maracaju,Mato Grosso do Sul,BR,1283,-21.63388824,-55.14500046,America/Campo_Grande
SSMK,,El Dorado Airport,Eldorado Do Sul,Rio-Grande-do-Sul,BR,20,-30.07333374,-51.40972137,America/Sao_Paulo
SSML,,Fazenda Maria Luiza Airport,Iguatemi,Mato Grosso do Sul,BR,1083,-23.59722137,-54.64583206,America/Campo_Grande
SSMN,,Kururuzinho Airport,Jacareacanga,Mato Grosso,BR,1640,-8.88,-57.33,America/Cuiaba
SSMP,,Fazenda Tres Minas Airport,Itambe,Parana,BR,1391,-23.67277718,-52.00972366,America/Sao_Paulo
SSMR,,Manoel Ribas Airport,Manoel Ribas,Parana,BR,2822,-24.52960014,-51.65190125,America/Sao_Paulo
SSMS,,Fazenda Rancho Esperanca Airport,Aral Moreira,Mato Grosso do Sul,BR,1522,-22.87,-55.5,America/Campo_Grande
SSMT,,Mostardas Airport,Mostardas,Rio-Grande-do-Sul,BR,59,-31.10359955,-50.91030121,America/Sao_Paulo
SSMV,,Fazenda Boa Vista Airport,Pirassununga,Sao Paulo,BR,2434,-22.0425,-47.56,America/Sao_Paulo
SSMW,,Ica Airport,Peruibe,Sao Paulo,BR,49,-24.3152771,-47.01388931,America/Sao_Paulo
SSMX,,Fazenda Planalto Airport,Nova Resende,Minas Gerais,BR,3868,-21.12,-46.42,America/Sao_Paulo
SSMY,,Sao Miguel do Iguacu Airport,Sao Miguel Do Iguacu,Parana,BR,951,-25.39888889,-54.23472222,America/Sao_Paulo
SSMZ,,Fazenda Sao Mateus Airport,Comodoro,Mato Grosso,BR,1070,-13.917222,-59.983333,America/Cuiaba
SSNA,,Estancia Miranda Airport,Miranda,Mato Grosso do Sul,BR,436,-19.97999954,-56.43388748,America/Campo_Grande
SSNB,,Navirai Airport,Navirai,Mato Grosso do Sul,BR,1329,-23.03479958,-54.18019867,America/Campo_Grande
SSND,,Santa Maria Airport,Sao Felix Do Araguaia,Mato Grosso,BR,1119,-11.16,-52.82,America/Cuiaba
SSNF,,Fazenda Naisa Airport,Colombia,Sao Paulo,BR,1739,-20.32972145,-48.81000137,America/Sao_Paulo
SSNG,QGF,Montenegro Airport,Montenegro,Rio-Grande-do-Sul,BR,125,-29.71940041,-51.48939896,America/Sao_Paulo
SSNH,QHV,Novo Hamburgo Airport,Novo Hamburgo,Rio-Grande-do-Sul,BR,66,-29.69610024,-51.08169937,America/Sao_Paulo
SSNI,,Fazenda Novo Rumo Airport,Navirai,Mato Grosso do Sul,BR,1247,-22.98527718,-53.8769455,America/Campo_Grande
SSNJ,,Fazenda Primavera Airport,Aquidauana,Mato Grosso do Sul,BR,341,-19.5075,-55.90528,America/Campo_Grande
SSNK,,Sementes Petrovina Airport,Pedra Preta,Mato Grosso,BR,2362,-16.84277725,-54.07583237,America/Cuiaba
SSNL,,Fazenda Essencia Airport,Nobres,Mato Grosso,BR,1818,-14.316667,-55.766944,America/Cuiaba
SSNM,,Guaranta Airport,Guaranta Do Norte,Mato Grosso,BR,968,-9.96583271,-54.88499832,America/Cuiaba
SSNN,,Salvaterra II Airport,Joao Pinheiro,Minas Gerais,BR,1749,-17.19750023,-45.77666855,America/Sao_Paulo
SSNO,,Nonoai Airport,Nonoai,Rio-Grande-do-Sul,BR,1969,-27.36720085,-52.73389816,America/Sao_Paulo
SSNP,,Nova Prata Airport,Nova Prata,Rio-Grande-do-Sul,BR,2264,-28.80249977,-51.60419846,America/Sao_Paulo
SSNQ,,Nioaque Airport,Nioaque,Mato Grosso do Sul,BR,984,-21.1847229,-55.83027649,America/Campo_Grande
SSNR,,Fazenda Novo Horizonte Airport,Coxim,Mato Grosso do Sul,BR,754,-18.31861115,-54.9355545,America/Campo_Grande
SSNT,,Fazenda Rosa Mistica Airport,Amambai,Mato Grosso do Sul,BR,1289,-23.29249954,-55.05583191,America/Campo_Grande
SSNU,,Santa Isabel Airport,Brotas,Sao Paulo,BR,2582,-22.24083328,-48.02500153,America/Sao_Paulo
SSNV,,Fazenda Novo Hamburgo Airport,Corumba,Mato Grosso do Sul,BR,285,-19.23305511,-57.02972031,America/Campo_Grande
SSNW,,Fazenda Buriti Airport,Barreiras,Bahia,BR,2408,-12.30249977,-45.51390076,America/Bahia
SSNY,,Fazenda Florida Airport,Caceres,,BR,541,-17.183611,-58.216667,America/Cuiaba
SSOC,,Fazenda Sans Souci - Sede Airport,Corumba,Mato Grosso do Sul,BR,305,-19.03333282,-56.95000076,America/Campo_Grande
SSOD,,Fazenda Pouso Alegre Airport,Miranda,Mato Grosso do Sul,BR,374,-20.24777794,-56.41527939,America/Campo_Grande
SSOE,SQX,Sao Miguel do Oeste Airport,Sao Miguel Do Oeste,Santa-Catarina,BR,2180,-26.78160095,-53.50350189,America/Sao_Paulo
SSOF,,Fazenda Vale da Serra Airport,Monte Azul,Minas Gerais,BR,1575,-15.18888855,-43.53111267,America/Sao_Paulo
SSOG,APX,Arapongas Airport,Arapongas,Parana,BR,2599,-23.35289955,-51.49169922,America/Sao_Paulo
SSOI,,Pederneiras Airport,Pederneiras,Sao Paulo,BR,1788,-22.30722237,-48.77194214,America/Sao_Paulo
SSOJ,,Fazenda Estrela Airport,Inocencia,Mato Grosso do Sul,BR,1509,-19.979167,-51.735,America/Campo_Grande
SSOK,,14 Bis Airport,Londrina,Parana,BR,1932,-23.21416664,-51.18583298,America/Sao_Paulo
SSOL,VRZ,Lavras Airport,Lavras,Minas Gerais,BR,3146,-21.24060059,-44.96390152,America/Sao_Paulo
SSON,,Fazenda Joalice Airport,Tacuru,Mato Grosso do Sul,BR,1476,-23.78777885,-55.02916718,America/Campo_Grande
SSOO,,Estancia J.D.S Airport,Fernao,Sao Paulo,BR,1903,-22.33722115,-49.54305649,America/Sao_Paulo
SSOP,,Fazenda Cachoeirinha Airport,Aparecida Do Taboado,Mato Grosso do Sul,BR,1539,-20.04333305,-51.47472382,America/Campo_Grande
SSOQ,,Fazenda Barranco Alto Airport,Aquidauana,Mato Grosso do Sul,BR,502,-19.57777786,-56.15222168,America/Campo_Grande
SSOR,,Chico Ledur Airport,Alegrete,Rio-Grande-do-Sul,BR,354,-29.81805611,-55.71416855,America/Sao_Paulo
SSOS,,Osorio Airport,Osorio,Rio-Grande-do-Sul,BR,39,-29.90222168,-50.25055695,America/Sao_Paulo
SSOT,,Fazenda Saco da Tapera Airport,Sao Romao,Minas Gerais,BR,1946,-16.34694481,-45.34916687,America/Sao_Paulo
SSOU,AIR,Fazenda Inhumas Airport,Paracatu,Minas Gerais,BR,1772,-17.03694344,-46.26027679,America/Sao_Paulo
SSOV,,Fazenda Hora Airport,Urucuia,Minas Gerais,BR,1837,-16.14666748,-45.82500076,America/Sao_Paulo
SSOW,,Comandante Carmelo Airport,Itaituba,Para,BR,974,-6.84,-56.586667,America/Santarem
SSOY,,FazendaMorada do Sol Airport,Nova Maringa,Mato Grosso,BR,971,-12.290556,-57.019444,America/Cuiaba
SSPB,PTO,Pato Branco Airport,Pato Branco,Parana,BR,2697,-26.21780014,-52.69430161,America/Sao_Paulo
SSPC,,Fazenda Santa Julia Airport,Cocalinho,Mato Grosso,BR,866,-13.731667,-51.34,America/Cuiaba
SSPD,,Fazenda Paragua Airport,Comodoro,Mato Grosso,BR,922,-14.766667,-60.033333,America/Cuiaba
SSPE,,Essencia Retiro do Rio Cuiaba Airport,Nobres,Mato Grosso,BR,837,-14.435556,-55.609444,America/Cuiaba
SSPF,,Fazenda Sao Rafael Airport,Sao Jose Das Palmeiras,Parana,BR,1420,-24.76950073,-54.11869812,America/Sao_Paulo
SSPG,PNG,Paranagua Airport,Paranagua,Parana,BR,16,-25.5401001,-48.53120041,America/Sao_Paulo
SSPI,PVI,Paranavai Airport,Paranavai,Parana,BR,1526,-23.08989906,-52.48849869,America/Sao_Paulo
SSPJ,,Fazenda Reserva Airport,Reserva Do Iguacu,Parana,BR,3438,-25.85055542,-52.01722336,America/Sao_Paulo
SSPK,,Porecatu Airport,Porecatu,Parana,BR,1424,-22.77879906,-51.3614006,America/Sao_Paulo
SSPL,,Palmeira das Missoes Airport,Palmeira Da Missoes,Rio-Grande-do-Sul,BR,2083,-27.90180016,-53.32970047,America/Sao_Paulo
SSPM,,Porto Murtinho Airport,Porto Murtinho,Mato Grosso do Sul,BR,260,-21.70960045,-57.88019943,America/Asuncion
SSPN,PBB,Paranaiba Airport,Paranaiba,Mato Grosso do Sul,BR,1446,-19.65119934,-51.19940186,America/Campo_Grande
SSPO,,Aplicacao Aviacao Agricola II Airport,Itapora,Mato Grosso do Sul,BR,1165,-22.00916672,-54.78972244,America/Campo_Grande
SSPP,,Fazenda Palma Airport,Pelotas,Rio-Grande-do-Sul,BR,39,-31.65694427,-52.20777893,America/Sao_Paulo
SSPQ,,Santa Rosa do Purus Airport,Santa Rosa Do Purus,,BR,751,-9.446388889,-70.48277778,America/Rio_Branco
SSPR,,Porto Walter Airport,Porto Walter,Acre,BR,794,-8.271667,-72.745278,America/Rio_Branco
SSPS,,Palmas Airport,Palmas,Parana,BR,3609,-26.47200012,-51.97589874,America/Sao_Paulo
SSPT,,Palotina Airport,Palotina,Parana,BR,1220,-24.34329987,-53.82870102,America/Sao_Paulo
SSPV,,Marechal Thaumaturgo Airport,Marechal Thaumaturgo,Acre,BR,751,-8.959444,-72.779722,America/Rio_Branco
SSPX,,Manoel Urbano Airport,Manoel Urbano,Acre,BR,531,-8.849167,-69.266389,America/Rio_Branco
SSPY,,Porto Indio Airport,Corumba,Mato Grosso,BR,390,-17.6697216,-57.75305557,America/Campo_Grande
SSQA,,Fazenda Guapore Airport,Comodoro,Mato Grosso,BR,830,-13.72305584,-60.3152771,America/Cuiaba
SSQB,,Jordao Airport,Jordao,Acre,BR,1197,-9.189444,-71.946944,America/Rio_Branco
SSQC,,Siqueira Campos Airport,Siqueira Campos,Parana,BR,2313,-23.67449951,-49.81539917,America/Sao_Paulo
SSQF,,Fazenda Floresta Negra Airport,Sete Quedas,Mato Grosso do Sul,BR,1263,-23.81410027,-54.69879913,America/Asuncion
SSQI,,Santa Anastacia Airport,Sorriso,Mato Grosso,BR,1250,-12.50916667,-55.68472222,America/Cuiaba
SSQL,,Fazenda Matricha Airport,Uirapuru,Goias,BR,3609,-14.11416721,-50.1222229,America/Sao_Paulo
SSQM,,Tanque Novo Airport,Tanque Novo,Bahia,BR,2464,-13.54580021,-42.47999954,America/Bahia
SSQN,,Mundo Novo Airport,Mundo Novo,Bahia,BR,1788,-11.77219963,-40.41939926,America/Bahia
SSQO,,Fazenda Itapora Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1590,-20.08277893,-53.88861084,America/Campo_Grande
SSQP,,Monte Santo Airport,Monte Santo,Bahia,BR,1362,-10.47833347,-39.28749847,America/Bahia
SSQR,,Fazenda Primavera Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1286,-21.388611,-53.600556,America/Campo_Grande
SSQT,QAC,Castro Airport,Castro,Parana,BR,3314,-24.80750084,-49.96030045,America/Sao_Paulo
SSQU,,Fazenda Alegrete - Retiro Carabda Airport,Aquidauana,Mato Grosso do Sul,BR,410,-20.06472206,-55.70166779,America/Campo_Grande
SSQZ,,Luiz Eduardo Magalhaes Airport,Mimoso Do Oeste,Bahia,BR,2408,-12.10669994,-45.89459991,America/Bahia
SSRA,,Fazenda Rancho Belo Airport,Nova Andradina,Mato Grosso do Sul,BR,1384,-21.70833206,-53.09944534,America/Campo_Grande
SSRB,,Rio Brilhante Airport,Rio Brilhante,Mato Grosso do Sul,BR,1024,-21.84777832,-54.52777863,America/Campo_Grande
SSRC,,Fazenda Santa Ines Airport,Rio Brilhante,Mato Grosso do Sul,BR,1084,-21.70305634,-54.36833191,America/Campo_Grande
SSRD,,Fazenda Sol Nascente Airport,Tacuru,Mato Grosso do Sul,BR,1443,-23.39749908,-55.24833298,America/Campo_Grande
SSRE,,Realeza Airport,Realeza,Parana,BR,1693,-25.80120087,-53.51269913,America/Sao_Paulo
SSRF,,Castro Alves Airport,Castro Alves,Bahia,BR,869,-12.76570034,-39.44670105,America/Bahia
SSRG,,Fazenda Rancho Grande Airport,Laguna Carapa,Mato Grosso do Sul,BR,1319,-22.77666664,-54.9766655,America/Campo_Grande
SSRH,,Fazenda Retiro do Marimbondo Airport,Anastacio,Mato Grosso do Sul,BR,577,-20.77805519,-55.98277664,America/Campo_Grande
SSRI,,Fazenda Dos Sonhos Airport,Anastacio,Mato Grosso do Sul,BR,551,-20.75888824,-56.03250122,America/Campo_Grande
SSRJ,,Fazenda Jequitiba Airport,Nova Alvorada Do Sul,Mato Grosso do Sul,BR,1181,-21.87333298,-53.81277847,America/Campo_Grande
SSRK,,Campo Alegre de Lourdes Airport,Campo Alegre De Lourdes,Bahia,BR,1519,-9.513910294,-42.99509811,America/Bahia
SSRL,,Fazenda Santa Ana Airport,Deodapolis,,BR,1001,-22.03722191,-54.18888855,America/Campo_Grande
SSRM,,Fazenda Sao Sebastiao Airport,Bonito,Mato Grosso do Sul,BR,791,-21.01944351,-56.2761116,America/Campo_Grande
SSRN,,Aeroclube de Rio Negrinho Airport,Rio Negrinho,Parana,BR,3025,-26.31999969,-49.5205574,America/Sao_Paulo
SSRO,,Fazenda Santa Rosa Airport,Navirai,Mato Grosso do Sul,BR,1217,-22.89166641,-54.11694336,America/Campo_Grande
SSRQ,,Refugio Airport,Dom Pedrito,Rio-Grande-do-Sul,BR,709,-30.91916656,-54.46777725,America/Sao_Paulo
SSRS,,Rancho Sumidor Airport,Rio Do Oeste,Santa-Catarina,BR,1476,-27.19194412,-49.83139038,America/Sao_Paulo
SSRT,,Fazenda Mangal Airport,Curua,Para,BR,289,-1.541388989,-55.18055725,America/Santarem
SSRU,SQY,Sao Lourenco do Sul Airport,Sao Lourenco Do Sul,Rio-Grande-do-Sul,BR,28,-31.38330078,-52.03279877,America/Sao_Paulo
SSRX,,Fazenda Marrua Airport,Ribeirao Cascalheira,Mato Grosso,BR,591,-12.77999973,-51.11277771,America/Cuiaba
SSRY,,Rio Pardo Airport,Rio Pardo,Rio-Grande-do-Sul,BR,230,-29.97277832,-52.36111069,America/Sao_Paulo
SSRZ,,Rosario do Sul Airport,Rosario Do Sul,Rio-Grande-do-Sul,BR,348,-30.27750015,-54.92527771,America/Sao_Paulo
SSSA,,Fazenda Sant`anna do Apa Airport,Bela Vista,Mato Grosso do Sul,BR,1047,-22.02666664,-56.19361115,America/Campo_Grande
SSSB,QOJ,Sao Borja Airport,Sao Borja,Rio-Grande-do-Sul,BR,246,-28.6548996,-56.0345993,America/Sao_Paulo
SSSC,CSU,Santa Cruz do Sul Airport,Santa Cruz Do Sul,Rio-Grande-do-Sul,BR,646,-29.6840992,-52.41220093,America/Sao_Paulo
SSSD,,Soledade Airport,Soledade,Rio-Grande-do-Sul,BR,2165,-28.86310005,-52.54059982,America/Sao_Paulo
SSSG,,Sao Gabriel Airport,Sao Gabriel,Rio-Grande-do-Sul,BR,472,-30.34499931,-54.26779938,America/Sao_Paulo
SSSH,,Fazenda Santo Inacio Airport,Corumba,Mato Grosso do Sul,BR,275,-19.19916725,-57.01111221,America/Campo_Grande
SSSO,,Fazenda Santa Odila Airport,Brasilandia,Mato Grosso do Sul,BR,984,-21.41111183,-52.03250122,America/Campo_Grande
SSSP,,Fazenda Santa Delfina Airport,Miranda,Mato Grosso do Sul,BR,328,-20.04027748,-56.31000137,America/Campo_Grande
SSSQ,,Sao Joaquim Airport,Sao Joaquim,Santa-Catarina,BR,4462,-28.25889969,-49.91579819,America/Sao_Paulo
SSSR,,Fazenda Santa Rosa Airport,Agua Clara,Mato Grosso do Sul,BR,1476,-20.31638908,-52.73333359,America/Campo_Grande
SSSS,,Sao Francisco do Sul Airport,Sao Francisco Do Sul,Santa-Catarina,BR,49,-26.2211113,-48.5644455,America/Sao_Paulo
SSST,,Santiago Airport,Santiago,Rio-Grande-do-Sul,BR,1460,-29.21500015,-54.84222031,America/Sao_Paulo
SSSW,,Fazenda Santa Maria de Inocencia Airport,Inocencia,Mato Grosso do Sul,BR,1575,-19.7211113,-51.95027924,America/Campo_Grande
SSSX,,Fazenda Sans Souci - Retiro Mutum Airport,Corumba,Mato Grosso do Sul,BR,300,-18.93333244,-57.01666641,America/Campo_Grande
SSSY,,Fazenda Silvana Airport,Nova Andradina,Mato Grosso do Sul,BR,781,-22.51666641,-53.51166534,America/Campo_Grande
SSSZ,,Sertanopolis Airport,Sertanopolis,Parana,BR,1181,-23.06220055,-51.01390076,America/Sao_Paulo
SSTA,,Santa Maria Airport,Sao Gabriel,Rio-Grande-do-Sul,BR,709,-30.24583244,-54.80083466,America/Sao_Paulo
SSTB,,Tres Barras Airport,Tres Barras,Santa-Catarina,BR,2559,-26.13579941,-50.31090164,America/Sao_Paulo
SSTD,,Fazenda Arco de Canto Airport,Andre Da Rocha,Rio-Grande-do-Sul,BR,2311,-28.55083275,-51.5961113,America/Sao_Paulo
